DATAFLOW,REF_AREA: Area,SDG_INDICATOR: SDG Indicator,SDG_SERIES: Series,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6144_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, female (Percentage)",A: Annual,2017,13.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6136_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, male (Percentage)",A: Annual,2016,2.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6144_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, female (Percentage)",A: Annual,2017,4.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2017,26.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2016,38.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2017,35.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2017,0.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2015,10
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2016,12.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2018,15.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2015,4.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2016,4.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2017,4.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6126_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, female (Percentage)",A: Annual,2017,49.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2015,10.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2016,11.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2017,15.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6140_443: Youth and adults with ICT skills, connecting and installing new devices, both sexes (Percentage)",A: Annual,2014,19.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6140_443: Youth and adults with ICT skills, connecting and installing new devices, both sexes (Percentage)",A: Annual,2015,26.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6140_443: Youth and adults with ICT skills, connecting and installing new devices, both sexes (Percentage)",A: Annual,2016,36.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6140_443: Youth and adults with ICT skills, connecting and installing new devices, both sexes (Percentage)",A: Annual,2017,36.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6147_443: Youth and adults with ICT skills, transferring files between a computer and other devices, female (Percentage)",A: Annual,2014,24.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6147_443: Youth and adults with ICT skills, transferring files between a computer and other devices, female (Percentage)",A: Annual,2017,40.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2016,2.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2014,9.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2015,11.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2016,11.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,13.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2015,11.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2016,12.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2017,17.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2016,29
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2017,29
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2015,42.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2016,43.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2017,47.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2015,2.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2016,3.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2017,4.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2017,2.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2017,20.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2015,6.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,8.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2015,23.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2016,26
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,25
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2014,0.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2015,0.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2016,0.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2017,0.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6147_443: Youth and adults with ICT skills, transferring files between a computer and other devices, female (Percentage)",A: Annual,2016,25.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6147_443: Youth and adults with ICT skills, transferring files between a computer and other devices, female (Percentage)",A: Annual,2017,21
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6130_443: Youth and adults with ICT skills, sending e-mails with attached files, male (Percentage)",A: Annual,2017,37
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2016,38.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2017,37.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2017,5.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2017,38.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2015,61.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2016,66.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2017,51.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2015,13.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2017,20
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2017,36.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6123_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, female (Percentage)",A: Annual,2016,21.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6138_443: Youth and adults with ICT skills, connecting and installing new devices, female (Percentage)",A: Annual,2015,31.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6138_443: Youth and adults with ICT skills, connecting and installing new devices, female (Percentage)",A: Annual,2016,35.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6138_443: Youth and adults with ICT skills, connecting and installing new devices, female (Percentage)",A: Annual,2017,47
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6126_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, female (Percentage)",A: Annual,2017,27.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,80.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2014,22.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,40
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2014,19.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2015,21.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2016,22.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2017,24.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2015,6.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2016,7.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2015,19.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2017,11.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),THA: Thailand,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2014,5.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6137_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, both sexes (Percentage)",A: Annual,2015,7.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6137_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, both sexes (Percentage)",A: Annual,2016,7.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2016,4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2015,41.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2016,43.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2017,45.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6144_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, female (Percentage)",A: Annual,2016,2.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6137_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, both sexes (Percentage)",A: Annual,2014,15.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6137_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, both sexes (Percentage)",A: Annual,2015,18.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6137_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, both sexes (Percentage)",A: Annual,2016,23.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6137_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, both sexes (Percentage)",A: Annual,2017,27.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2015,2.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2017,7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BRN: Brunei Darussalam,G04_04_01: 4.4.1 - ICT skills,"6151_443: Youth and adults with ICT skills, copying or moving a file or folder, male (Percentage)",A: Annual,2016,89
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2014,1.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2015,1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2016,1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2017,1.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2015,56.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2016,62.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2017,58.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,1.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6138_443: Youth and adults with ICT skills, connecting and installing new devices, female (Percentage)",A: Annual,2017,42.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6126_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, female (Percentage)",A: Annual,2017,62.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2016,2.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2014,39.6
